,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,name
46,46,2020-08-07,33.9,1,1.0,▲,6.0,3.0,primed_expel_grineer
102,102,2020-08-07,54.9,12,1.6,▲,7.0,3.0,primed_heated_charge
50,50,2020-08-07,36.5,6,-0.5,▼,1.0,-1.4,primed_pistol_ammo_mutation
102,102,2020-08-07,50.9,22,0.0,-,10.0,0.0,primed_pistol_gambit
85,85,2020-08-07,54.2,1,1.5,▲,3.0,2.8,primed_quickdraw
55,55,2020-08-07,28.8,1,1.8,▲,-3.0,6.7,primed_slip_magazine
102,102,2020-08-07,69.5,19,-0.5,▼,8.0,-0.7,primed_target_cracker
61,61,2020-08-07,6.6,1,-1.8,▼,5.0,-21.4,ruinous_extension
78,78,2020-08-07,5.8,6,-0.2,▼,-4.0,-3.3,sharpened_bullets
14,14,2020-08-07,6.0,1,0.0,-,3.0,0.0,spry_sights
69,69,2020-08-07,1.8,2,-0.1,▼,-2.0,-5.3,stunning_speed
83,83,2020-08-07,5.1,3,0.2,▲,-3.0,4.1,synth_charge
99,99,2020-08-07,3.2,4,-0.1,▼,-7.0,-3.0,target_cracker
51,51,2020-08-07,9.1,1,0.2,▲,-1.0,2.2,targeting_subsystem
90,90,2020-08-07,8.6,1,-1.6,▼,0.0,-15.7,auger_strike
102,102,2020-08-07,9.7,90,-1.0,▼,-5.0,-9.3,berserker
102,102,2020-08-07,13.2,120,-0.3,▼,6.0,-2.2,blood_rush
102,102,2020-08-07,13.3,13,-0.1,▼,-6.0,-0.7,body_count
102,102,2020-08-07,11.4,14,-0.6,▼,-8.0,-5.0,buzz_kill
86,86,2020-08-07,3.7,2,-0.3,▼,1.0,-7.5,collision_force
102,102,2020-08-07,20.8,143,0.5,▲,-28.0,2.5,condition_overload
102,102,2020-08-07,10.1,63,0.0,-,-5.0,0.0,corrupt_charge
101,101,2020-08-07,5.5,9,1.0,▲,5.0,22.2,covert_lethality
102,102,2020-08-07,5.2,39,-0.6,▼,6.0,-10.3,drifting_contact
18,18,2020-08-07,6.6,1,-0.8,▼,4.0,-10.8,enduring_strike
102,102,2020-08-07,7.6,28,-0.1,▼,4.0,-1.3,focus_energy
102,102,2020-08-07,19.0,66,-0.3,▼,-1.0,-1.6,gladiator_might
102,102,2020-08-07,3.9,16,-0.1,▼,-1.0,-2.5,gladiator_rush
102,102,2020-08-07,25.5,36,0.2,▲,-2.0,0.8,gladiator_vice
102,102,2020-08-07,8.1,31,0.0,-,0.0,0.0,healing_return
101,101,2020-08-07,3.7,4,0.1,▲,7.0,2.8,jagged_edge
75,75,2020-08-07,3.0,3,0.3,▲,2.0,11.1,killing_blow
102,102,2020-08-07,2.7,9,0.1,▲,-4.0,3.8,life_strike
99,99,2020-08-07,70.1,4,-5.4,▼,-1.0,-7.2,maiming_strike
102,102,2020-08-07,62.3,16,0.7,▲,16.0,1.1,primed_fever_strike
87,87,2020-08-07,34.9,3,1.2,▲,3.0,3.6,primed_heavy_trauma
102,102,2020-08-07,39.7,16,-0.6,▼,1.0,-1.5,primed_pressure_point
102,102,2020-08-07,48.0,24,1.0,▲,19.0,2.1,primed_reach
36,36,2020-08-07,53.8,2,0.6,▲,1.0,1.1,primed_smite_corrupted
102,102,2020-08-07,10.2,30,-0.2,▼,3.0,-1.9,quickening
85,85,2020-08-07,3.3,1,-0.2,▼,4.0,-5.7,rending_strike
62,62,2020-08-07,6.5,3,-0.1,▼,8.0,-1.5,seismic_wave
36,36,2020-08-07,4.4,1,-0.2,▼,6.0,-4.3,shattering_impact
102,102,2020-08-07,4.2,31,0.0,-,5.0,0.0,spoiled_strike
93,93,2020-08-07,20.5,11,-0.2,▼,4.0,-1.0,strain_infection
69,69,2020-08-07,3.4,1,-0.1,▼,-3.0,-2.9,tek_gravity
92,92,2020-08-07,11.3,5,0.5,▲,-1.0,4.6,true_punishment
102,102,2020-08-07,8.5,50,0.1,▲,0.0,1.2,vicious_frost
102,102,2020-08-07,5.0,30,-0.2,▼,-5.0,-3.8,virulent_scourge
102,102,2020-08-07,5.8,33,0.0,-,3.0,0.0,volcanic_edge
102,102,2020-08-07,55.8,23,1.8,▲,6.0,3.3,voltaic_strike
102,102,2020-08-07,127.1,110,-1.8,▼,41.0,-1.4,weeping_wounds
92,92,2020-08-07,4.3,4,0.2,▲,-2.0,4.9,whirlwind
101,101,2020-08-07,3.4,5,-0.2,▼,-1.0,-5.6,astral_twilight
102,102,2020-08-07,5.1,3,0.1,▲,3.0,2.0,atlantis_vulcan
96,96,2020-08-07,4.0,6,0.3,▲,-1.0,8.1,bleeding_willow
91,91,2020-08-07,3.1,5,0.1,▲,3.0,3.3,blind_justice
98,98,2020-08-07,3.9,3,0.1,▲,2.0,2.6,brutal_tide
102,102,2020-08-07,51.5,40,-1.5,▼,7.0,-2.8,bullet_dance
100,100,2020-08-07,4.8,5,-0.1,▼,-2.0,-2.0,carving_mantis
41,41,2020-08-07,2.6,3,-0.2,▼,-2.0,-7.1,clashing_forest
102,102,2020-08-07,3.8,6,-0.1,▼,6.0,-2.6,cleaving_whirlwind
102,102,2020-08-07,8.0,16,-0.4,▼,-8.0,-4.8,crimson_dervish
49,49,2020-08-07,1.1,2,0.0,-,5.0,0.0,crossing_snakes
102,102,2020-08-07,10.9,24,-0.3,▼,5.0,-2.7,crushing_ruin
100,100,2020-08-07,28.1,9,-1.5,▼,25.0,-5.1,cyclone_kraken
102,102,2020-08-07,4.8,11,-0.4,▼,-2.0,-7.7,decisive_judgement
102,102,2020-08-07,3.5,6,0.2,▲,-8.0,6.1,defiled_snapdragon
97,97,2020-08-07,6.2,8,0.4,▲,4.0,6.9,eleventh_storm
102,102,2020-08-07,15.3,18,-0.1,▼,14.0,-0.6,final_harbinger
99,99,2020-08-07,3.9,4,0.0,-,1.0,0.0,flailing_branch
100,100,2020-08-07,11.8,4,-0.6,▼,7.0,-4.8,four_riders
17,17,2020-08-07,1.7,2,0.0,-,3.0,0.0,gemini_cross
94,94,2020-08-07,10.2,4,0.8,▲,8.0,8.5,gleaming_talon
80,80,2020-08-07,2.7,1,0.1,▲,-3.0,3.8,gnashing_payara
44,44,2020-08-07,3.6,1,0.2,▲,1.0,5.9,grim_fury
102,102,2020-08-07,10.6,66,-0.4,▼,-3.0,-3.6,high_noon
55,55,2020-08-07,3.8,2,0.0,-,3.0,0.0,homing_fang
88,88,2020-08-07,4.0,7,0.0,-,-1.0,0.0,pointed_wind
98,98,2020-08-07,8.3,5,-0.1,▼,2.0,-1.2,rending_crane
26,26,2020-08-07,2.4,1,0.0,-,4.0,0.0,seismic_palm
68,68,2020-08-07,7.2,4,-0.1,▼,8.0,-1.4,shattering_storm
100,100,2020-08-07,3.7,11,0.0,-,2.0,0.0,shimmering_blight
10,10,2020-08-07,2.2,2,0.0,-,6.0,0.0,sinking_talon
96,96,2020-08-07,4.1,4,-0.1,▼,5.0,-2.4,slicing_feathers
102,102,2020-08-07,6.6,37,-0.1,▼,5.0,-1.5,sovereign_outcast
102,102,2020-08-07,7.4,13,0.2,▲,6.0,2.8,stalking_fan
101,101,2020-08-07,11.3,17,-0.1,▼,-4.0,-0.9,stinging_thorn
102,102,2020-08-07,9.4,9,0.3,▲,-13.0,3.3,swooping_falcon
102,102,2020-08-07,25.7,31,-0.5,▼,1.0,-1.9,tempo_royale
101,101,2020-08-07,5.5,9,0.6,▲,7.0,12.2,tranquil_cleave
102,102,2020-08-07,7.6,11,-0.3,▼,3.0,-3.8,twirling_spire
102,102,2020-08-07,14.7,24,-0.1,▼,12.0,-0.7,vengeful_revenant
102,102,2020-08-07,9.0,8,-0.1,▼,0.0,-1.1,vermillion_storm
